"[3 1]" "[1 0]" "[4 1]" 0.568315011804057
"[4 1]" "[-1 -1]" "[3 0]" 0.331733205180384
"[3 0]" "[1 1]" "[4 1]" 0.772491705081177
"[4 1]" "[0 0]" "[4 1]" 0.350261436789833
"[4 1]" "[0 0]" "[4 1]" 0.320262173215493
"[4 1]" "[0 0]" "[4 1]" 0.57127568065558
"[4 1]" "[0 0]" "[4 1]" 0.268655047933924
"[4 1]" "[0 0]" "[4 1]" 0.345765289880045
"[4 1]" "[0 0]" "[4 1]" 0.567178225860364
"[4 1]" "[0 0]" "[4 1]" 0.32763616115425
"[4 1]" "[0 0]" "[4 1]" 0.423758175402717
"[4 1]" "[0 0]" "[4 1]" 0.323156928786728
"[4 1]" "[0 0]" "[4 1]" 0.332289177179321
"[4 1]" "[0 0]" "[4 1]" 0.285793681155059
"[4 1]" "[0 0]" "[4 1]" 0.216797587504976
"[4 1]" "[0 0]" "[4 1]" 0.233504201589941
"[4 1]" "[0 0]" "[4 1]" 0.159926492446798
"[4 1]" "[0 0]" "[4 1]" 0.38399940997064
"[4 1]" "[0 0]" "[4 1]" 0.336834237120471
"[4 1]" "[0 0]" "[4 1]" 0.546493180686345
"[4 1]" "[0 0]" "[4 1]" 0.625042887906569
"[4 1]" "[0 0]" "[4 1]" 0.379916641553484
"[4 1]" "[0 0]" "[4 1]" 0.190219242143658
"[4 1]" "[0 0]" "[4 1]" 0.591935116462332
