"[3 1]" "[1 0]" "[4 1]" 0.773687991318526
"[4 1]" "[0 1]" "[4 2]" 0.633170928922791
"[4 2]" "[0 1]" "[4 3]" 0.0817352026782623
"[4 3]" "[0 1]" "[4 4]" 0.279021859050056
"[4 4]" "[0 1]" "[4 5]" -0.127218251823779
"[4 5]" "[0 1]" "[4 6]" 0.149818742510025
"[4 6]" "[0 1]" "[4 7]" -2.30580002036961
"[4 7]" "[0 1]" "[4 7]" -1.58092698307044
"[4 7]" "[ 0 -1]" "[4 6]" -1.11209266692583
"[4 6]" "[-1  1]" "[3 7]" -0.755715444840304
"[3 7]" "[0 1]" "[3 7]" 0.562563859656424
"[3 7]" "[0 1]" "[3 7]" 0.32321429031152
"[3 7]" "[0 1]" "[3 7]" 0.117723301947637
"[3 7]" "[0 1]" "[3 7]" 0.572095168218563
"[3 7]" "[1 0]" "[4 7]" 0.543440263662742
"[4 7]" "[-1  0]" "[3 7]" -1.79519451754904
"[3 7]" "[0 1]" "[3 7]" 0.375536723649149
"[3 7]" "[0 1]" "[3 7]" 0.241222197666947
"[3 7]" "[0 1]" "[3 7]" 0.248341625742065
"[3 7]" "[0 1]" "[3 7]" 0.272168776788113
"[3 7]" "[0 1]" "[3 7]" 0.18171060223874
"[3 7]" "[0 1]" "[3 7]" 0.432003091217883
"[3 7]" "[0 1]" "[3 7]" 0.134948005636375
"[3 7]" "[0 1]" "[3 7]" 0.454786259347871
