0.682459134754758,0.317540865245242,685786.82899497,131347.665096454,1
0.218219405848038,0.781780594151962,495726.5917003,95251.7476359763,2
0.493781602696458,0.506218397303542,619947.676962889,114664.709175724,3
0.645914159667201,0.354085840332799,723546.311434291,119202.480755794,4
0.542158991186414,0.457841008813586,658399.446921807,115135.710985878,5
0.181301897917394,0.818698102082606,516923.778572583,85973.4414100945,6
0.200418982835436,0.799581017164564,512441.757435957,89631.9490542642,7
-2.50920121268171,3.50920121268171,327508.288766336,584175.762272786,8
0.269199202302771,0.730800797697229,528007.04459331,97202.166593655,9
0.302666874211807,0.697333125788193,438015.754948222,181896.866800268,10
0.609065122813726,0.390934877186274,676839.918261597,121917.429905307,11
0.275282667011429,0.724717332988571,504538.009233333,102256.280775244,12
0.218771015054571,0.781228984945429,505669.571456229,93579.8455306158,13
-0.147529965842662,1.14752996584266,521238.891348987,264112.828643868,14
0.207234880019635,0.792765119980365,497301.513666657,93326.1413558881,15
-0.0247691979331091,1.02476919793311,540293.377013166,249061.269751113,16
0.31309757403197,0.68690242596803,502810.441107791,108233.381791656,17
0.50399624576688,0.49600375423312,679669.558488624,105657.750072922,18
0.511555278894249,0.488444721105751,688510.171088878,105231.4969361,19
0.370992697017298,0.629007302982702,463774.838250796,123806.286037748,20
0.414854058111653,0.585145941888347,695122.997374938,89559.3444741117,21
0.342362085318558,0.657637914681442,491896.599447341,114549.030542371,22
0.518985634993305,0.481014365006695,674202.828995602,108870.875426242,23
0.464294817206779,0.535705182793221,680919.522044199,99481.9539849818,24
